City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Anchorage,61.2181,-149.9003,20.66,88,1,0.0,US,1636865624
Oktyabr'skiy,54.4815,53.471,26.02,90,100,12.37,RU,1636865765
Masvingo,-20.0637,30.8277,75.9,57,2,6.69,ZW,1636865766
Raudeberg,61.9875,5.1352,43.2,63,70,10.6,NO,1636865766
Lavaca,28.615,-96.6261,61.99,51,0,6.82,US,1636865767
Holme,56.1138,10.1725,47.77,91,85,10.83,DK,1636865768
Puerto Quijarro,-17.7833,-57.7667,73.98,93,69,2.46,BO,1636865769
Hobyo,5.3505,48.5268,81.97,66,66,15.01,SO,1636865769
Romitan,39.9343,64.3814,40.95,56,0,6.91,UZ,1636865770
Mogadishu,2.0371,45.3438,82.27,83,40,11.5,SO,1636865771
Peñaflor,-33.6167,-70.9167,65.07,61,0,1.41,CL,1636865709
Riverton,40.5219,-111.9391,53.31,67,1,1.99,US,1636865772
Bathsheba,13.2167,-59.5167,79.41,83,75,12.66,BB,1636865773
Jinotega,13.0917,-86.0018,61.11,97,36,4.83,NI,1636865774
Dedza,-14.3779,34.3332,68.41,62,48,9.17,MW,1636865774
Chake Chake,-5.2459,39.7666,81.79,69,100,8.9,TZ,1636865775
Abalak,58.1286,68.5944,25.57,94,100,5.64,RU,1636865776
Arrondissement de Bastia,42.6667,9.3333,59.31,77,90,2.3,FR,1636865777
Prince George,53.9166,-122.753,35.62,80,90,0.0,CA,1636865777
Kavaratti,10.5669,72.642,80.76,81,100,12.86,IN,1636865779
College,64.8569,-147.8028,-0.71,78,1,0.0,US,1636865779
Chihuahua,28.5,-106.0,60.22,36,0,5.21,MX,1636865485
Diamantina,-18.2494,-43.6003,55.08,94,100,4.59,BR,1636865781
Boundiali,9.5217,-6.4869,69.12,44,96,2.42,CI,1636865781
Chimoio,-19.1164,33.4833,76.46,67,40,2.44,MZ,1636865782
Vao,-22.6667,167.4833,77.45,75,9,5.06,NC,1636865783
Goya,-29.14,-59.2626,80.71,46,27,9.73,AR,1636865784
Deputatsky,69.3,139.9,-11.42,99,100,1.16,RU,1636865785
Sępólno Krajeńskie,53.452,17.5317,39.67,91,42,5.61,PL,1636865786
Kurumkan,54.3,110.3,21.18,72,97,0.87,RU,1636865787
Carutapera,-1.195,-46.02,78.04,81,32,4.9,BR,1636865787
Hibbing,47.4272,-92.9377,26.58,96,100,6.26,US,1636865788
Granadilla de Abona,28.1188,-16.576,59.79,57,20,10.36,ES,1636865789
Kedrovoye,57.1576,60.5698,27.84,90,100,11.1,RU,1636865790
Naryan-Mar,67.6713,53.087,22.91,96,100,9.26,RU,1636865791
Bom Jesus,-9.0744,-44.3586,72.66,87,59,2.48,BR,1636865649
Namanyere,-7.5167,31.05,70.23,50,100,7.56,TZ,1636865792
Siniscola,40.5719,9.6922,53.15,75,97,4.36,IT,1636865793
Muzhi,65.3667,64.6667,10.08,84,42,9.24,RU,1636865793
Maningrida,-12.0667,134.2667,95.13,35,93,10.71,AU,1636865794
Kawalu,-7.3817,108.2082,74.62,92,100,0.63,ID,1636865795
Kamenka,51.3223,42.7678,38.89,58,100,6.51,RU,1636865796
Pāsighāt,28.0667,95.3333,77.22,39,7,4.21,IN,1636865796
Maragogi,-9.0122,-35.2225,76.91,82,29,6.98,BR,1636865797
Harper,4.375,-7.7169,76.82,85,65,1.7,LR,1636865798
Vostok,46.4856,135.8833,30.22,85,100,6.46,RU,1636865799
Sungai Penuh,-2.0833,101.3833,79.84,58,89,4.97,ID,1636865799
Seoul,37.5683,126.9778,63.79,40,40,11.5,KR,1636865771
Jijiga,9.35,42.8,66.34,24,53,3.13,ET,1636865801
Vic,41.9301,2.2549,52.56,93,60,2.91,ES,1636865801
Grindavik,63.8424,-22.4338,48.67,93,90,32.21,IS,1636865802
Ubon Ratchathani,15.1667,105.1667,83.1,74,94,5.06,TH,1636865803
Vardø,70.3705,31.1107,30.38,77,100,21.3,NO,1636865804
Salalah,17.0151,54.0924,83.86,30,3,5.23,OM,1636865805
Rodeo,38.033,-122.2669,64.81,78,8,2.95,US,1636865806
Caravelas,-17.7125,-39.2481,69.66,83,100,10.36,BR,1636865807
Solnechnyy,50.7214,136.6319,28.72,55,4,1.07,RU,1636865808
Strezhevoy,60.7333,77.5889,10.38,94,100,6.58,RU,1636865809
Darnah,32.767,22.6367,64.63,77,100,7.07,LY,1636865809
Saint-Pierre,-21.3393,55.4781,83.57,65,0,4.61,RE,1636865810
Vestmanna,62.1564,-7.1664,47.32,100,90,18.41,FO,1636865811
Puerto Baquerizo Moreno,-0.9,-89.6,67.5,80,75,9.1,EC,1636865812
Grootfontein,-19.5667,18.1167,65.77,72,75,5.75,NA,1636865812
Atar,20.5169,-13.0499,77.83,34,80,4.83,MR,1636865814
Thinadhoo,0.5333,72.9333,82.8,74,48,13.94,MV,1636865814
Ancud,-41.8697,-73.8203,49.53,89,100,17.29,CL,1636865815
Namtsy,62.7161,129.6658,-9.29,94,51,3.91,RU,1636865816
Bara,10.3744,10.7288,71.17,28,30,1.77,NG,1636865817
Sistranda,63.7256,8.834,37.9,66,67,18.61,NO,1636865817
Fougamou,-1.2154,10.5838,71.33,99,100,2.89,GA,1636865818
Berbera,10.4396,45.0143,80.35,61,25,8.72,SO,1636865819
Thaba-Tseka,-29.522,28.6084,59.76,34,8,3.47,LS,1636865820
Greenfield,42.9614,-88.0126,33.57,87,90,3.0,US,1636865820
Mahibadhoo,3.7833,72.9667,83.16,79,54,17.49,MV,1636865821
Sakaiminato,35.55,133.2333,64.38,52,20,17.27,JP,1636865822
Walvis Bay,-22.9575,14.5053,56.35,94,90,2.3,NA,1636865823
Krasnoshchekovo,51.6708,82.7289,38.98,56,100,21.85,RU,1636865824
Susanville,40.4163,-120.653,41.81,87,1,5.75,US,1636865825
Megion,61.0296,76.1136,10.42,92,100,7.52,RU,1636865826
Ambon City,-3.6954,128.1814,89.74,62,40,6.91,ID,1636865826
Sur,22.5667,59.5289,81.97,29,3,3.11,OM,1636865827
Vallenar,-28.5708,-70.7581,66.04,44,0,1.07,CL,1636865828
Turaif,31.6725,38.6637,55.65,47,0,12.66,SA,1636865829
Conde,-7.2597,-34.9075,76.46,83,20,3.44,BR,1636865829
Matara,5.9485,80.5353,86.11,67,70,13.38,LK,1636865830
Zheleznodorozhnyy,55.7503,38.0042,37.22,94,100,1.05,RU,1636865831
Caucaia,-3.7361,-38.6531,85.06,81,40,13.8,BR,1636865832
Longyearbyen,78.2186,15.6401,13.84,57,20,17.27,SJ,1636865833
Borba,-4.3878,-59.5939,74.07,98,100,2.33,BR,1636865834
Gort,53.0664,-8.8167,53.35,94,90,4.36,IE,1636865834
Montreal,45.5088,-73.5878,40.41,82,40,4.61,CA,1636865655
Talnakh,69.4865,88.3972,8.58,95,100,9.31,RU,1636865836
Port Hardy,50.6996,-127.4199,44.6,87,90,31.07,CA,1636865836
Viedma,-40.8135,-62.9967,55.2,90,12,7.49,AR,1636865837
Lerwick,60.1545,-1.1494,50.0,92,98,26.02,GB,1636865838
Quepos,9.4236,-84.1652,79.9,82,34,3.58,CR,1636865839
Toamasina,-18.1667,49.3833,78.8,78,40,1.14,MG,1636865839
Lucapa,-8.4192,20.7447,65.66,98,100,5.59,AO,1636865840
Camaná,-16.6228,-72.7111,64.0,82,95,5.77,PE,1636865841
Cockburn Town,21.4612,-71.1419,82.04,68,80,13.44,TC,1636865841
Kuril'sk,45.2333,147.8833,47.84,73,41,11.39,RU,1636865842
San Jose,37.3394,-121.895,65.44,72,1,1.01,US,1636865606
Richards Bay,-28.783,32.0377,69.28,88,100,8.9,ZA,1636865843
Loughrea,53.1969,-8.5669,52.65,93,89,4.41,IE,1636865844
Rancho Palos Verdes,33.7445,-118.387,78.67,53,0,1.01,US,1636865845
Gimli,50.6336,-96.9907,26.62,93,100,5.75,CA,1636865846
Srednekolymsk,67.45,153.6833,7.57,97,100,3.67,RU,1636865846
Mazara del Vallo,37.6641,12.588,58.55,72,16,7.36,IT,1636865847
Bentiu,9.2333,29.8333,77.86,58,2,3.36,SS,1636865848
Buchanan,5.8808,-10.0467,71.56,89,99,3.11,LR,1636865849
Twin Falls,42.3505,-114.6445,42.31,63,86,5.41,US,1636865849
Fort-Shevchenko,44.5086,50.263,44.65,65,13,13.13,KZ,1636865850
Khuzdar,27.7384,66.6434,66.0,7,0,5.91,PK,1636865851
Tateyama,34.9833,139.8667,68.05,53,91,16.15,JP,1636865852
Avera,33.194,-82.5271,43.54,56,0,6.42,US,1636865852
Talcahuano,-36.7167,-73.1167,51.48,82,0,9.22,CL,1636865853
Luena,-11.7833,19.9167,64.45,83,96,3.13,AO,1636865855
Miandrivazo,-19.5167,45.4667,84.11,53,46,2.06,MG,1636865856
Katsuura,35.1333,140.3,68.14,59,67,18.14,JP,1636865590
Port Macquarie,-31.4333,152.9167,78.89,30,7,8.86,AU,1636865857
Bam,29.106,58.357,60.08,29,0,9.57,IR,1636865858
Porto Nacional,-10.7081,-48.4172,77.0,92,96,1.88,BR,1636865858
San Juan,-31.5375,-68.5364,65.17,44,5,12.19,AR,1636865859
Rio Grande,-32.035,-52.0986,66.0,76,1,21.9,BR,1636865785
Coos Bay,43.3665,-124.2179,59.94,97,90,3.44,US,1636865860
Porosozero,62.7191,32.727,30.34,92,100,7.07,RU,1636865861
La Sarre,48.8002,-79.1996,29.03,84,86,8.46,CA,1636865862
Prince Rupert,54.3161,-130.3201,42.49,87,90,0.0,CA,1636865863
Celestún,20.8667,-90.4,75.47,78,94,12.19,MX,1636865864
Saint-Ambroise,48.5501,-71.3324,39.74,100,100,2.3,CA,1636865865
Aransas Pass,27.9095,-97.15,67.96,69,1,1.99,US,1636865866
Uberlândia,-18.9186,-48.2772,65.41,88,0,10.36,BR,1636865866
Meadow Lake,34.8014,-106.5436,54.61,42,58,7.99,US,1636865867
Barra do Garças,-15.89,-52.2567,70.81,91,100,0.16,BR,1636865868
Curup,-3.4667,102.5333,81.01,66,90,4.47,ID,1636865869
Zyryanka,65.75,150.85,2.66,95,100,8.23,RU,1636865870
Ampanihy,-24.7,44.75,80.1,53,3,6.87,MG,1636865870
Flin Flon,54.7682,-101.865,23.7,97,94,3.76,CA,1636865871
Nishihara,26.1842,127.7558,73.06,73,75,19.57,JP,1636865872
Onokhoy,51.932,108.0747,28.15,68,96,5.53,RU,1636865873
Vitória,-20.3194,-40.3378,64.26,96,90,8.05,BR,1636865703
Fort Saint James,54.4333,-124.25,30.22,95,100,0.98,CA,1636865874
Inuvik,68.3499,-133.7218,15.01,85,90,5.75,CA,1636865875
Korla,41.7597,86.1469,39.13,32,1,1.95,CN,1636865876
Camacha,33.0833,-16.3333,65.16,68,20,9.22,PT,1636865877
Bhag,29.0415,67.8239,78.33,8,0,3.56,PK,1636865878
Xinxiang,35.3089,113.8672,60.85,27,0,4.25,CN,1636865878
Praia,14.9215,-23.5087,75.74,73,75,8.05,CV,1636865879
Mahrīz,31.5917,54.4318,46.9,37,18,1.48,IR,1636865880
Benguela,-12.5763,13.4055,76.55,82,100,3.98,AO,1636865881
Dingle,10.9995,122.6711,86.2,72,89,9.64,PH,1636865881
Ayan,56.45,138.1667,18.81,64,100,17.6,RU,1636865882
Isangel,-19.55,169.2667,81.12,74,64,3.71,VU,1636865883
Dalvik,65.9702,-18.5286,40.93,86,52,18.66,IS,1636865835
Sibinal,15.1333,-92.05,48.74,92,43,6.69,GT,1636865884
Luanda,-8.8368,13.2343,77.0,83,75,5.75,AO,1636865786
Athens,37.9795,23.7162,61.16,78,40,1.01,GR,1636865831
Taltal,-25.4,-70.4833,60.17,80,20,2.51,CL,1636865886
Velké Meziříčí,49.3552,16.0122,39.18,88,78,0.92,CZ,1636865887
Bratsk,56.1325,101.6142,28.89,77,96,11.65,RU,1636865887
Três Lagoas,-20.7511,-51.6783,70.03,68,58,6.73,BR,1636865889
Lamar,33.6668,-95.5836,50.65,83,10,9.01,US,1636865890
Cabedelo,-6.9811,-34.8339,77.67,69,85,10.47,BR,1636865890
Troitsk,54.0979,61.5773,25.36,85,83,11.65,RU,1636865891
‘Ewa Beach,21.3156,-158.0072,77.99,68,98,3.0,US,1636865892
São Félix do Xingu,-6.6447,-51.995,72.12,99,100,0.89,BR,1636865892
Evensk,61.95,159.2333,31.87,94,100,11.21,RU,1636865893
Lüderitz,-26.6481,15.1594,68.67,55,0,12.48,NA,1636865894
São João dos Patos,-6.495,-43.7022,73.81,84,76,2.59,BR,1636865895
Santa Cruz de la Sierra,-17.8,-63.1667,76.46,88,75,4.61,BO,1636865895
Akureyri,65.6835,-18.0878,40.93,87,90,4.61,IS,1636865896
Miramar,25.9873,-80.2323,74.01,87,55,11.61,US,1636865897
Dosso,13.049,3.1937,78.75,27,35,5.08,NE,1636865898
Sesheke,-17.4759,24.2968,79.38,38,64,2.8,ZM,1636865898
Shetpe,44.1667,52.1167,39.16,67,32,11.77,KZ,1636865899
Kavarna,43.4333,28.3333,52.36,96,100,5.37,BG,1636865900
Half Moon Bay,37.4636,-122.4286,65.5,83,90,8.05,US,1636865901
Maringá,-23.4253,-51.9386,59.92,62,23,11.56,BR,1636865775
Mahajanga,-15.7167,46.3167,82.42,74,20,8.05,MG,1636865902
Charlestown,-32.95,151.6667,76.21,32,49,8.01,AU,1636865903
Hospet,15.2667,76.4,80.19,72,63,10.4,IN,1636865904
Kemin,42.7846,75.6892,45.68,31,77,1.05,KG,1636865905
